Ticker,TXN,TXN,TXN,TXN,TXN,AAPL,AAPL,AAPL,AAPL,AAPL,KLAC,KLAC,KLAC,KLAC,KLAC,ACN,ACN,ACN,ACN,ACN,MU,MU,MU,MU,MU,INTU,INTU,INTU,INTU,INTU,APH,APH,APH,APH,APH,INTC,INTC,INTC,INTC,INTC,ORCL,ORCL,ORCL,ORCL,ORCL,ADBE,ADBE,ADBE,ADBE,ADBE,LRCX,LRCX,LRCX,LRCX,LRCX,AMAT,AMAT,AMAT,AMAT,AMAT,IBM,IBM,IBM,IBM,IBM,CRM,CRM,CRM,CRM,CRM,MSFT,MSFT,MSFT,MSFT,MSFT,AMD,AMD,AMD,AMD,AMD,ANET,ANET,ANET,ANET,ANET,QCOM,QCOM,QCOM,QCOM,QCOM,NVDA,NVDA,NVDA,NVDA,NVDA,CSCO,CSCO,CSCO,CSCO,CSCO,AVGO,AVGO,AVGO,AVGO,AVGO,ADI,ADI,ADI,ADI,ADI,NOW,NOW,NOW,NOW,NOW
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,108.82521452896773,109.22973428461889,107.67905807535459,109.19602966308594,4614000,71.4765996590847,72.52858156247073,71.22325926076245,72.46826171875,135480400,168.25598089565264,170.04296605670547,167.54863704076578,169.92198181152344,1056900,193.16550157094034,194.1365485190436,191.28752629555132,192.51507568359375,2431100,53.53859518614854,54.163296616021306,53.206724064197275,54.0656852722168,20173200,251.1081974326019,256.41738322077134,251.1081974326019,255.9941864013672,1124500,25.66018672014152,25.85666275024414,25.513421166448264,25.85666275024414,4686000,53.13720446603246,53.78113099085172,53.11956222858241,53.66645812988281,18056000,48.82830917871254,49.46077521941675,48.79164356853765,49.45161056518555,13899600,330.0,334.4800109863281,329.1700134277344,334.42999267578125,1990100,27.59774469632005,27.972831094687226,27.477381549004722,27.794618606567383,15064000,58.58368657613568,59.19787182881471,58.30021784586093,58.772666931152344,6647900,99.7035703666874,100.38303639081317,99.53370975450093,100.01376342773438,3293436,162.21365915963585,165.33087802963985,161.8772020422238,165.251708984375,5189300,150.75866438562647,152.61015032675982,150.3314006281245,152.50570678710938,22622100,46.86000061035156,49.25,46.630001068115234,49.099998474121094,80331100,12.854999542236328,12.952187538146973,12.693750381469727,12.795000076293945,9992000,78.35990531062694,79.02866550772258,77.50634886817167,78.04312133789062,8413900,5.942536874632946,5.971409320831299,5.892009975100074,5.971409320831299,237536000,40.38639433162185,40.68891143798828,40.23513417563107,40.68891143798828,16708100,27.524001867883207,27.79810479443302,27.351611506752036,27.78862190246582,20329000,108.22273324536914,108.70929035748637,106.98831944938759,108.51106262207031,1279300,284.9599914550781,291.67999267578125,284.2200012207031,291.239990234375,1831100
2020-01-03,107.41780812835894,108.92634395351828,107.22397761597396,107.7464828491211,4057200,71.696182592324,72.52376928666806,71.53935243232584,71.76374053955078,146322800,166.90643240695212,168.61895803715038,165.53826948453957,166.6737518310547,833400,191.00345482834845,192.95471761692608,189.62932925404377,192.19436645507812,1802100,52.86508564222564,53.9875917228305,52.708911239345014,53.22623825073242,16815800,251.61794526881286,255.23434366486737,251.45445475629725,254.28216552734375,798500,25.470814221564495,25.63651763052428,25.4329403434673,25.58680534362793,2795600,52.75791357793213,53.54297476845825,52.75791357793213,53.01371765136719,15293900,48.57165679857896,49.543270989794756,48.534991188481186,49.27745056152344,11026700,329.1700134277344,332.9800109863281,328.69000244140625,331.80999755859375,1577600,27.249711510049295,27.693842930658587,27.218921772438204,27.496036529541016,9622000,57.3458679485655,58.32856289860248,57.22303378318619,57.837215423583984,5415200,98.64744024372924,99.60016837998808,98.64005525687674,99.21612548828125,2482890,163.34178539951068,165.03399159010547,163.2824123928145,164.4402313232422,3205400,150.32190239946755,151.86954723170166,150.07502796286428,150.6067352294922,21116200,48.029998779296875,49.38999938964844,47.540000915527344,48.599998474121094,73127400,12.5,12.739375114440918,12.404999732971191,12.553125381469727,12270400,76.78479458109635,77.11917471323899,76.06323250703932,76.57360076904297,8340300,5.851688546269411,5.919638999446525,5.8267982408176024,5.8758320808410645,205384000,40.260339431883075,40.453615567744144,39.89899611530351,40.025047302246094,15577400,27.367988161158237,27.582615864339612,27.072338286299132,27.081819534301758,22870000,106.32155870513225,107.82627742002192,106.07828358703078,106.60087585449219,1374400,286.8999938964844,293.05999755859375,286.5,291.1000061035156,1135800
2020-01-06,107.08069622318799,107.30824420078825,106.10310150269414,106.99642181396484,4345400,70.88546446996966,72.37415398165305,70.6345318765685,72.3355484008789,118387200,164.1050105332308,165.25909743216698,162.0294889747064,162.92298889160156,1266800,190.79279877102587,191.26915233713447,189.45531011952136,190.93936157226562,2841400,52.46490800718989,52.84558302301809,51.88901398431079,52.28921127319336,18768700,251.88720863795885,256.44615644935465,251.77176734422835,256.23455810546875,1026100,25.395069016279937,25.46134966883053,25.25303878852691,25.454248428344727,4390000,52.563854347981525,53.10193092379282,52.334511943739265,52.863765716552734,17755200,48.910805812108876,49.680766154601784,48.9016376611104,49.53410720825195,10982400,328.2900085449219,333.9100036621094,328.19000244140625,333.7099914550781,1874700,27.03884877389438,27.247851006583286,26.82891222434442,26.982866287231445,13405000,56.55215758196843,57.12854607856321,56.032464276752066,56.5899543762207,8586000,98.53665730751597,99.14226157872179,98.37417581276549,99.03887176513672,2537073,163.28238991436692,171.86213549969162,162.73811226132926,171.64442443847656,8836200,149.1445769420369,151.06253390107312,148.6033654559567,150.99606323242188,20813700,48.02000045776367,48.86000061035156,47.86000061035156,48.38999938964844,47934900,12.4243745803833,12.698124885559082,12.375,12.678750038146973,8256000,75.59684587555542,76.16001585759841,75.27126050232106,76.12481689453125,8381400,5.782492829072712,5.905699084702137,5.756358226332289,5.900472164154053,262636000,39.613288187944136,40.184714755733474,39.5040440249686,40.16790771484375,22183600,26.79392340195399,27.058545070675063,26.688764907471576,27.041305541992188,20789000,104.74476870640521,105.70887081866574,104.16810988454743,105.34845733642578,1979400,285.19000244140625,293.4100036621094,284.6000061035156,292.8699951171875,1474000
2020-01-07,108.8420703055698,110.31689517615722,108.2268612459143,109.06119537353516,7184100,72.34523502804498,72.60099067586457,71.77581901614933,71.9953842163086,108872000,163.93747045631875,165.4545527672401,162.22494436157638,164.21669006347656,1139300,186.1482487399398,188.95146328342133,186.13909293298866,186.81698608398438,3097400,54.055924636293575,57.00372012198985,54.03640236802502,56.876827239990234,49908200,256.61930769140037,257.30218133682644,255.21507996430697,256.29229736328125,915100,25.570237671744014,25.69333185106606,25.46608314233174,25.591543197631836,3336000,52.7314509382462,52.74909317944465,51.946389711939034,51.98167419433594,21876100,49.396616359074535,49.79993111211526,49.139964059230685,49.64410400390625,12015400,334.1499938964844,334.7900085449219,332.30999755859375,333.3900146484375,2500800,27.220793852357755,27.85526798214005,27.187204715473264,27.640666961669922,15595000,56.9490247305278,58.67818685926197,56.82618693416379,58.22463607788086,7970400,98.73607200360672,99.67402432953998,98.5218955841291,99.10533905029297,3232977,171.42673812111818,175.02884651758623,170.29860568650872,174.16790771484375,8272700,151.27139620215743,151.6037060270749,149.37243324398585,149.61929321289062,21634100,49.349998474121094,49.38999938964844,48.040000915527344,48.25,58061400,12.678750038146973,12.839374542236328,12.581250190734863,12.803125381469727,8526400,76.59120105505868,78.74708578476141,76.47680944581681,78.28951263427734,8377400,5.928847472247913,6.017705602199702,5.883796256515214,5.971907615661621,314856000,40.10068201148761,40.10068201148761,39.57967337043694,39.907405853271484,16501900,27.173182071164266,27.287823445692236,26.914595743218207,26.948211669921875,18565000,107.13249266754066,108.91652862246175,106.68197756538474,107.74519348144531,2214700,293.2200012207031,294.5799865722656,288.0299987792969,292.9100036621094,1438400
2020-01-08,109.00217614665561,110.03877640945292,108.76620523954321,109.35613250732422,3546900,71.6985739444987,73.45508735263148,71.6985739444987,73.15348815917969,132079200,164.27250399348088,166.2828677907035,163.36040001577123,164.43072509765625,883500,186.88110130325873,188.20942006097377,186.45054078493092,187.18341064453125,2271300,56.701127904622375,56.99395446800983,55.695755338378454,56.14475631713867,29730800,257.7638135430585,264.2752246841357,256.6096354729742,262.4574279785156,1373900,25.565501451570242,25.78801657916516,25.421103567409116,25.653087615966797,3231600,51.946387367736484,52.3256871241028,51.620014332577085,52.0169563293457,23133500,49.662520628894086,50.2701820466113,49.44155475637285,49.83745574951172,11856700,333.80999755859375,339.2300109863281,333.3999938964844,337.8699951171875,2248500,27.756363335947768,28.14731176671947,27.543629173658786,27.988693237304688,15537000,58.30022302395635,58.77267215120964,57.87501808852823,58.18683624267578,4364400,99.34168364955353,100.33872178210977,98.90593992317739,99.9325180053711,4545916,173.4058937598729,176.98822070144442,172.93089467202122,175.48403930664062,7225100,150.9010700366723,152.67661008398238,149.97058233307885,152.00247192382812,27746500,47.849998474121094,48.29999923706055,47.13999938964844,47.83000183105469,53767000,12.803125381469727,12.9868745803833,12.789375305175781,12.936249732971191,10780800,78.22792341330961,78.729496998315,77.3655654129144,78.06072998046875,7619900,5.967676998031507,6.024426839104934,5.927603932688203,5.983108997344971,277108000,39.47043476377556,40.159507440371726,39.3359816367718,39.9326171875,25175900,26.977522391837713,27.021482698609876,26.58360752955377,26.61205291748047,31979000,108.40294142490109,109.43912753227494,107.84430709910893,108.71830749511719,2036500,294.55999755859375,297.69000244140625,293.239990234375,295.6499938964844,1740800
2020-01-09,110.14831172291042,111.02478600045696,109.76065079431925,110.67925262451172,3526600,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400,166.05016585724889,166.9901902501223,162.82986051050975,163.33245849609375,916900,188.25522858725148,189.88585669957052,187.94376343733214,188.85067749023438,2910600,56.925635424300175,57.08180985896043,55.12962756396113,55.93978500366211,22376100,264.0475523602944,267.19876621177286,263.633178223167,264.91485595703125,1076300,25.802217575599407,25.90163853097996,25.679125222177564,25.743038177490234,4753600,52.08752147783247,52.49328290885404,51.893463564903556,52.30804443359375,18813300,49.94793887098572,50.454322802262936,49.74538389359914,50.067630767822266,10671000,340.1400146484375,341.80999755859375,338.19000244140625,340.45001220703125,1626300,28.18930166181217,28.353518988876544,27.385013155454367,27.79835319519043,13748000,58.772665956321745,59.38684759431321,57.83721519698035,58.55533981323242,5713500,100.25009391210006,101.02557066382207,99.93252176003138,100.98863983154297,3902208,176.97835507410716,178.02731855064437,175.44448683390846,177.73045349121094,5952900,153.66404265039787,154.02485016301017,152.89496515282673,153.9014129638672,21385000,48.939998626708984,49.959999084472656,48.38999938964844,48.970001220703125,76512800,13.03125,13.056249618530273,12.870624542236328,12.925000190734863,7606400,78.89667258926903,79.82942160677925,78.16630921609766,79.11666107177734,9155500,6.069477507253272,6.121249187426067,5.9950558356906445,6.048818588256836,255112000,40.159495153471354,40.23512521462272,39.55445466426044,39.7645378112793,18203600,26.92063338332768,26.978383998648294,26.12159944063266,26.398286819458008,42397000,109.59230101681054,109.64636750347567,107.88935448462915,108.71830749511719,1418500,297.29998779296875,299.7699890136719,294.2300109863281,299.30999755859375,1403500
2020-01-10,111.08380650161192,111.08380650161192,109.40672817500666,109.55841827392578,3234000,74.94135557088083,75.4408055125106,74.37434771660986,74.87620544433594,140644800,164.18878807902658,165.13811496827415,160.03775876111573,161.02432250976562,883800,189.56522698735625,190.82942719087092,189.3820130104935,190.23397827148438,1573100,56.095958432845734,56.12523997522836,54.92464833214254,55.31508255004883,19122800,266.44705583362224,266.4567020149473,263.88367137375485,265.2521057128906,1127400,25.761975176885787,25.797483175793904,25.572600386717063,25.64124870300293,3024400,52.546220307429394,52.99608911295088,51.92875523284117,51.990501403808594,15200600,50.22414860782356,50.31622064971139,49.92031965006691,50.132080078125,9734800,342.04998779296875,343.3599853515625,339.6199951171875,339.80999755859375,1480400,27.90845060016122,28.110923294181767,27.33369267649377,27.46338653564453,14052000,59.08447927388045,59.25456122667223,57.827766627697095,58.082889556884766,4456100,101.18064293209382,101.82317800112561,100.67104940498244,100.95169067382812,3405148,177.96793508208162,178.7991873995585,176.82991215458003,178.32418823242188,5111800,154.59457400804902,154.97436078640044,153.03741054817215,153.1893310546875,20725900,49.2599983215332,49.290000915527344,48.0,48.16999816894531,44133700,12.949999809265137,13.103750228881836,12.883749961853027,12.9662504196167,7304000,79.644640605647,81.29895175418405,79.08147056727199,79.42465209960938,9668300,6.156095483057426,6.186461474165216,6.066988582177594,6.081175804138184,316296000,39.89899645114296,39.96622460624217,39.54605825371672,39.604881286621094,13502600,26.32846596296617,26.33708572675991,25.755264001071552,25.791467666625977,40705000,108.84444429149278,108.8534496434385,106.65494076365188,106.83514404296875,1610500,300.7200012207031,303.3900146484375,297.45001220703125,298.8800048828125,1258500
2020-01-13,110.03877627007599,110.1820434021092,109.36456816798739,109.5162582397461,4313200,75.19231323252647,76.50245856347271,75.07408132346671,76.47591400146484,121532000,161.91779198598675,162.97881505169954,161.35005070159758,162.96951293945312,662000,190.07826153405694,192.2310504036938,190.07826153405694,192.0020294189453,2202800,55.64694883162167,56.39853938301652,55.50053740898123,56.07643127441406,16163000,266.29290346091904,267.75771160322324,264.84738768412547,266.0134582519531,1697600,25.676757492659814,25.835357845853608,25.643617174261465,25.828256607055664,2885200,52.19337388554858,52.73145046002449,52.11398884824566,52.5638542175293,16453300,50.14126454201826,50.445096884809864,50.049196050850526,50.25175094604492,10858900,341.5400085449219,345.7300109863281,341.2200012207031,345.6300048828125,2069200,27.467121976105044,27.7423717605376,27.29264139313322,27.73863983154297,13994000,58.09234520136586,58.5364485416626,57.96006002029896,58.4041633605957,4111100,100.05805773855928,100.9147751227657,99.7552556063685,100.88522338867188,3693426,179.37315236387698,182.5299481892345,179.24451587848418,181.9362030029297,6202600,153.5880953510529,155.0597943161375,153.1133546841182,155.03131103515625,21626500,48.65999984741211,48.86000061035156,48.2400016784668,48.75,34266800,13.003125190734863,13.21875,12.993749618530273,13.196874618530273,9716800,80.11982115496546,81.59814426841398,79.67984411779051,80.04942321777344,10367800,6.1643093449606505,6.296973919615413,6.141658878781784,6.271834850311279,319840000,39.75613728407816,40.319158599053395,39.74773216275983,40.31075668334961,18237400,25.860424768605533,26.186242970137823,25.830254772559922,25.960411071777344,22054000,107.02436973969928,107.7992562883147,106.51979501011347,107.27665710449219,1357600,302.3500061035156,305.8599853515625,301.0,303.8500061035156,1643800
