Ticker,XLRE,XLRE,XLRE,XLRE,XLRE,XLC,XLC,XLC,XLC,XLC,XLF,XLF,XLF,XLF,XLF,XLK,XLK,XLK,XLK,XLK,XLI,XLI,XLI,XLI,XLI,XLV,XLV,XLV,XLV,XLV,XLU,XLU,XLU,XLU,XLU,XLB,XLB,XLB,XLB,XLB,XLP,XLP,XLP,XLP,XLP,XLY,XLY,XLY,XLY,XLY,XLE,XLE,XLE,XLE,XLE
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,33.93228846290489,34.2330598156397,33.36720700005019,33.786460876464844,7060300,47.18535141852076,47.64185598690888,46.76769570124946,47.2144889831543,8577900,32.94250005320097,33.1719958286699,32.57912748631066,32.81818771362305,37396500,123.2593430753615,124.07277619278051,119.93701574017206,120.79945373535156,7598100,94.65921441341047,94.81254323650938,93.44219795232573,94.3142318725586,11407700,129.91196210276712,130.26549835805307,128.45000920546522,129.4342041015625,7239200,64.95409810945313,65.17459798247573,63.88837676054422,64.77035522460938,12887100,73.75146720763517,74.23486788886127,72.8794556806208,73.55242156982422,5342000,69.34964965545242,69.3775479532448,68.35482316918531,69.05213165283203,14433300,126.90779826051228,127.26920213025545,123.87991374647486,125.40362548828125,4783500,79.1963712524716,79.59727550276705,75.94359827549836,76.90029907226562,26541400
2023-01-04,34.08723163064911,34.87105272099852,33.968745632245884,34.5611686706543,7586900,47.86524275506236,48.399456031047116,47.3990232911708,48.09835433959961,5837200,33.15287490394287,33.58318409887596,33.05725225963332,33.34412384033203,44669300,121.42667940964944,121.8872983510991,119.78021568122016,121.11306762695312,5906500,94.62087530789232,95.45458427267718,94.41005184706488,95.14793395996094,12236000,130.16041413783208,130.49485063009544,128.93735460387077,129.77821350097656,8469800,65.06434459657474,65.94632301388177,64.96328391246588,65.35833740234375,10436300,73.92208230363443,75.0405344393799,73.87469461511058,74.8320083618164,4871000,69.24737265803044,69.74942843988202,68.88476578142372,69.32174682617188,12197300,126.57570795299961,128.15803657422887,124.98362475103026,127.2203598022461,4039800,75.76136914754163,77.33763905172154,75.46980433020205,76.89118194580078,22852600
2023-01-05,34.287742507233496,34.287742507233496,33.494805234373814,33.54949188232422,6581100,48.01093340105585,48.4820103150615,47.64184163773454,48.16633987426758,5407700,33.22937409978216,33.22937409978216,32.8660015055169,33.09550094604492,45585700,120.5054524954776,120.81906430671968,118.55517927797507,118.760986328125,5670500,94.61130031492671,94.83170134915619,93.86383330316663,94.12257385253906,9649600,128.9182509367754,129.23357304945606,127.9436202775825,128.45004272460938,6714200,64.86222899467049,65.11028960838736,63.750568379986824,63.94350051879883,9786400,73.66616239707459,74.06425365844936,73.11641318958623,73.64720153808594,4106300,69.1915801054549,69.25666193306786,68.48497943233923,68.62443542480469,9848200,126.33151520005136,126.87848707331987,125.18873148542986,126.03849029541016,3888100,76.76361748810288,78.72257172823826,76.54494562801545,78.2943344116211,19361900
2023-01-06,33.82291533134178,34.64319412096828,33.56771794925401,34.52471160888672,6329600,48.61313643638121,49.08421338347715,47.93323167887726,48.95309066772461,4578400,33.315438945521144,33.9369970986518,33.08593948424777,33.831809997558594,41229700,119.80962286337353,122.78893871771824,118.39836601734311,122.24011993408203,6912700,95.07126979899691,96.9686736402133,94.8987785407045,96.70035552978516,16270200,129.3099852289007,129.98839344087585,127.66649650183727,129.63485717773438,7175700,64.66929614447176,65.54208538321201,64.57742469976361,65.22972106933594,9810200,74.32965457718494,76.34855958718106,74.32965457718494,76.17794799804688,4364600,69.50769560141829,70.73495796578548,69.45190611209223,70.4560317993164,9982400,125.68689914445072,129.49619418067545,124.79806959754629,128.99806213378906,4619700,79.30571261244037,80.75442345000071,79.10526048238582,79.77950286865234,22211200
2023-01-09,34.68877033168466,34.91662614540007,34.38799898871448,34.50648498535156,3965600,49.16677244728914,49.63299190137671,48.98222840458246,49.030792236328125,6430100,33.94655306119445,34.137801977008635,33.62143099864124,33.70749282836914,48726600,123.33774907876587,125.91524566400906,123.2985466715982,123.66116333007812,10713600,96.93992950132427,97.8119633888725,96.14455271133164,96.26912689208984,12846700,129.76866382592323,129.80689264198585,127.29388015664959,127.46586608886719,7719500,65.22052574960044,66.16681485973822,65.02759363087402,65.67070770263672,11719400,76.80350868717971,77.68500057405727,76.40541744315723,76.66133117675781,8395600,70.4095619348868,70.89302600755232,69.76803588867188,69.76803588867188,11081800,130.56082915581442,131.8891961025656,129.68176915005563,129.77943420410156,4693900,80.98221243356613,81.10977162194858,79.24193667694607,79.49705505371094,23001600
2023-01-10,34.45180289184089,34.62497555830695,34.151034985922585,34.606746673583984,5196700,48.63256140895452,49.77382809359819,48.585939094445116,49.76897430419922,8684900,33.65011798405926,33.927428737222336,33.53537009052514,33.89874267578125,34663700,123.35736053193367,124.62161019071547,122.70072952358534,124.42559814453125,8604500,95.95287933112226,96.85366773924474,95.89538468758066,96.79617309570312,9166200,127.41808907316886,128.73669149375945,127.22697417219581,128.53604125976562,7675200,65.49615477263876,65.7258368947159,64.91735834836751,65.6890869140625,8607500,76.6897704210709,77.48595288790646,76.26323790116753,77.42908477783203,4024500,69.85170309245797,69.96327498825151,69.44262032799045,69.67505645751953,8427900,129.8478085519419,131.43012246775785,129.14455461071958,131.41058349609375,4415400,80.01639848460292,80.22596396314026,78.80457934467191,80.06195831298828,15799500
2023-01-11,34.82548745749959,35.87362576357655,34.82548745749959,35.86450958251953,4733100,49.8758190584858,50.13806821870566,49.613573603449126,50.12835693359375,4098400,33.9848062640607,34.21430206298828,33.91786968539266,34.21430206298828,32014700,124.8176018211389,126.58167266845703,124.435387717069,126.58167266845703,6879000,97.36156337307632,97.7448780826834,96.82492716629842,97.72571563720703,7395400,128.62204340887413,129.28135195629537,128.02962799757782,129.26223754882812,7307200,65.68909011428215,66.31382579714132,65.6799008663356,66.22195434570312,10685900,78.2442274952568,78.68023320915752,77.77978049509115,78.64231872558594,4922900,69.90748761016273,70.1120325245283,69.09860738336813,69.71224212646484,9848300,132.5338205473817,134.96589301366302,132.4166165453053,134.9561309814453,6354000,80.7635386450703,80.96399077968859,79.44238695992861,80.30796813964844,16451500
2023-01-12,35.94652942938777,36.338441679967296,35.60019111983659,36.26552963256836,5102300,50.26433214579133,50.84710552917665,49.681558762406,50.68198776245117,4193700,34.32904970433636,34.4820481021369,34.061299772358254,34.28123474121094,56642400,126.77767582564218,128.10073268515526,125.22921448522577,127.52249908447266,7679300,98.08027373816849,98.6839967697644,97.25614968798982,98.3006820678711,9883200,128.98513581922677,129.3864508696805,127.59962567882653,128.8513641357422,7580500,66.30463084820201,66.39650229174093,65.71664519834268,65.77176666259766,12898900,78.82241337406423,79.16362927482405,78.03570408416995,78.93614959716797,3893800,69.86100469936497,69.8703041309843,68.99634198685439,69.1636962890625,9841300,135.79612166498293,135.95240359663381,133.01240750992977,135.18077087402344,4786100,80.79086301335583,82.36713985004148,80.63597072663654,81.83867645263672,18358000
