Ticker,XLF,XLF,XLF,XLF,XLF,XLP,XLP,XLP,XLP,XLP,XLV,XLV,XLV,XLV,XLV,XLC,XLC,XLC,XLC,XLC,XLRE,XLRE,XLRE,XLRE,XLRE,XLK,XLK,XLK,XLK,XLK,XLE,XLE,XLE,XLE,XLE,XLB,XLB,XLB,XLB,XLB,XLU,XLU,XLU,XLU,XLU,XLI,XLI,XLI,XLI,XLI,XLY,XLY,XLY,XLY,XLY
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,32.82775966348591,33.05645609359025,32.46565274157911,32.703880310058594,37396500,68.7976982852996,68.82537454154213,67.81078958729655,68.50254821777344,14433300,129.36110818381394,129.71314537135765,127.90535427288533,128.8853759765625,7239200,47.0330749982984,47.48810633655473,46.61676713826668,47.06211853027344,8577900,33.56545469292722,33.8629744792566,33.00648218920123,33.42120361328125,7060300,61.53632843220597,61.94242898590213,59.877680730891235,60.30824661254883,15196200,39.26348499074515,39.462242809635875,37.650845409664534,38.125152587890625,53082800,36.6863530138666,36.92681206790381,36.252586420150635,36.58734130859375,10684000,32.235540218733036,32.3449703044694,31.706642052110414,32.144351959228516,25774200,94.33610692665872,94.4889123808391,93.12324460030364,93.99230194091797,11407700,63.32839579576415,63.508740326351905,61.817447914254096,62.577796936035156,9567000
2023-01-04,33.0373987779369,33.466209145424116,32.942109200746124,33.22798156738281,44669300,68.69625254471579,69.19431260761424,68.3365315529485,68.77003479003906,12197300,129.60848523645757,129.94150359274633,128.3906119329594,129.2279052734375,8469800,47.710782599017826,48.2432719797245,47.24606761576814,47.94314193725586,5837200,33.71872469946333,34.49407213293931,33.601519617977424,34.187538146972656,7586900,60.621389270431855,60.85134993715445,59.79940419197943,60.464820861816406,11813000,37.56051188221285,38.34198541063106,37.41596164626356,38.120643615722656,45705200,36.77121996461613,37.32757400960181,36.747647805066194,37.223846435546875,9742000,32.29026152528193,32.72797151730723,32.2401069292427,32.43616485595703,20872600,94.29790624869717,95.1287695179722,94.08780239075416,94.82316589355469,12236000,63.16268275943701,63.95228229903423,62.36821557581313,63.484371185302734,8079600
2023-01-05,33.11364678438992,33.11364678438992,32.75153970101557,32.98023986816406,45585700,68.64089317784884,68.7054570275281,67.93991624902587,68.07826232910156,9848200,128.3715878189563,128.6855728442348,127.40108996974962,127.90536499023438,6714200,47.8560088505648,48.32556566541846,47.48810809461351,48.01091384887695,5407700,33.91706770809624,33.91706770809624,33.13270264917813,33.186798095703125,6581100,60.16146215445299,60.318030548019564,59.18780257361349,59.290550231933594,11341000,38.05739848612499,39.02859688156891,37.94898668390189,38.816287994384766,38723800,36.643922708979,36.84194612893547,36.370459740188245,36.634490966796875,8212600,32.18994946218794,32.31305745188964,31.63825243357191,31.73400115966797,19572800,94.28836598307454,94.50801472809025,93.54345028135059,93.80130767822266,9649600,63.040830228260354,63.31377527247795,62.47056845290688,62.89460754394531,7776200
2023-01-06,33.199405220847474,33.81879856060956,32.97070507899311,33.7139778137207,41229700,68.95449797724191,70.17199280985116,68.89915250512405,69.8952865600586,9982400,128.76164970492033,129.43718114506902,127.12513014772196,129.08514404296875,7175700,48.45626682012561,48.92582365012287,47.77855604569329,48.79512405395508,4578400,33.457268394281016,34.26867945550432,33.20482985601828,34.1514778137207,6329600,59.81408076502646,61.301482485166396,59.10952107314827,61.027488708496094,13825400,39.317692816162456,40.03592566237621,39.2183139061923,39.55258560180664,44422400,36.97396329761013,37.97823165006755,36.97396329761013,37.89336395263672,8729200,32.09420474900939,32.52735429911868,32.048610608778404,32.37233352661133,19620400,94.74674491342725,96.63767198447162,94.57484245242321,96.37026977539062,16270200,62.71915300169597,64.62003336259178,62.27561722569868,64.3714599609375,9239400
2023-01-09,33.82832314782109,34.018905977075356,33.50433342860836,33.59009552001953,48726600,69.84915804829483,70.32877413301804,69.21273803710938,69.21273803710938,11081800,129.21838685217838,129.25645356102194,126.754097368697,126.92535400390625,7719500,49.00811909168175,49.47283412973469,48.82417054325251,48.87257766723633,6430100,34.313760453947,34.53915298689385,34.016240659632935,34.133445739746094,3965600,61.57548386780981,62.86228049406105,61.55591234807508,61.73694610595703,21427200,40.148861672604504,40.21210218006331,39.286078494359714,39.412559509277344,46003200,38.20454708284489,38.643029632288375,38.00652363397524,38.13382339477539,16791200,32.36776934835045,32.837395548105256,32.272020621288654,32.5911865234375,23438800,96.60903412756325,97.47809140907681,95.81637228177946,95.94052124023438,12846700,65.15129248949167,65.81416223412137,64.71263185964337,64.76136779785156,9387800
2023-01-10,33.53291524420329,33.80926012913144,33.41856701546444,33.78067398071289,34663700,69.2957546235122,69.40643852056128,68.88992774152871,69.12051391601562,8427900,126.87778568983789,128.19079671163814,126.6874811920686,127.99099731445312,7675200,48.47562972775688,49.61321367609535,48.429157858093184,49.608375549316406,8684900,34.07934392769712,34.25064442183674,33.78182762817624,34.23261260986328,5196700,61.58526239941491,62.216429819329775,61.257444158376465,62.11857223510742,17209000,39.67003195561382,39.77392902406248,39.069243805735546,39.69261932373047,31599000,38.147965375078506,38.54401221431566,37.93579434221089,38.515724182128906,8049000,32.50455492374836,32.61854199944732,32.217308745286395,32.600303649902344,17215000,95.62537434844553,96.52308819857608,95.56807594479135,96.46578979492188,9166200,64.79549068305974,65.58508280427691,64.44455919869766,65.57533264160156,8830800
2023-01-11,33.86643826276168,34.09513473510742,33.7997348220721,34.09513473510742,32014700,69.35110886400412,69.55402584913237,68.54866634197852,69.15741729736328,9848300,128.0766470636379,128.73315994351555,127.48674367276682,128.71412658691406,7307200,49.714875546213534,49.97627845865776,49.453476326996295,49.96659851074219,4098400,34.448994339664914,35.48580137983329,34.448994339664914,35.476783752441406,4733100,62.31428106459458,63.19498062133789,62.1234634494477,63.19498062133789,13758000,40.040458069649965,40.139837014973644,39.3854654883437,39.814598083496094,32903000,38.921201136996764,39.138084434728064,38.69017022660765,39.119224548339844,9845800,32.60030287891089,32.91034785662393,32.59574242198013,32.86475372314453,21371800,97.02924156665549,97.41124791768334,96.49443704691555,97.39215087890625,7395400,66.1358372571921,67.34946822446791,66.07735116831907,67.34459686279297,12708000
2023-01-12,34.209486962538435,34.36195249071138,33.94266956193709,34.16183853149414,56642400,69.3049864314865,69.3142118496575,68.44720550182141,68.61322784423828,9841300,128.4381971240604,128.8378104688978,127.0585619947885,128.30499267578125,7580500,50.10213237774363,50.68302518889067,49.52123956659659,50.51844024658203,4193700,35.55792253121306,35.94559793872395,35.21532837884005,35.87347412109375,5102300,63.292832884425714,63.95335940189337,62.51977481873158,63.66468048095703,15358600,40.0540001575115,40.83547705118513,39.97720860652107,40.57347869873047,36716000,39.208812420539644,39.37854422238523,38.817477828555305,39.26538848876953,7787600,32.90579689835384,32.951391044994544,32.61399018552086,32.6413459777832,25797800,97.74550053579566,98.34716290539572,96.92418943298055,97.96515655517578,9883200,67.76377005207434,67.8417564684008,66.37466583038604,67.45670318603516,9572200
