Ticker,XLC,XLC,XLC,XLC,XLC,XLP,XLP,XLP,XLP,XLP,XLY,XLY,XLY,XLY,XLY,XLRE,XLRE,XLRE,XLRE,XLRE,XLV,XLV,XLV,XLV,XLV,XLF,XLF,XLF,XLF,XLF,XLU,XLU,XLU,XLU,XLU,XLE,XLE,XLE,XLE,XLE,XLB,XLB,XLB,XLB,XLB,XLK,XLK,XLK,XLK,XLK,XLI,XLI,XLI,XLI,XLI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,47.185343793834576,47.64184828845607,46.7676881440523,47.214481353759766,8577900,69.34963433091934,69.37753262254691,68.35480806448393,69.05211639404297,14433300,63.45389913025614,63.634601065127725,61.93995687323743,62.701812744140625,9567000,33.9322846317428,34.23305595051868,33.36720323268924,33.78645706176758,7060300,129.9119927329895,130.26552907163105,128.45003949099308,129.43423461914062,7239200,32.942496224053976,33.17199197284694,32.57912369940111,32.81818389892578,37396500,32.477049054726564,32.587298991237866,31.94418838027211,32.38517761230469,25774200,39.5981856262358,39.798637751383524,37.97179913774918,38.45014953613281,53082800,36.87572977879708,37.117430094339205,36.439724060515594,36.776206970214844,10684000,61.62967543005827,62.03639201445499,59.96851165754857,60.39973068237305,15196200,94.65920675610914,94.81253556680478,93.44219039347294,94.31422424316406,11407700
2023-01-04,47.86525034748057,48.3994637082026,47.39903080963695,48.09836196899414,5837200,69.24737265803044,69.74942843988202,68.88476578142372,69.32174682617188,12197300,63.2878501811324,64.07901444430097,62.49180862788628,63.61017608642578,8079600,34.08723539303546,34.87105656989931,33.96874938155432,34.56117248535156,7586900,130.16041413783208,130.49485063009544,128.93735460387077,129.77821350097656,8469800,33.15287490394287,33.58318409887596,33.05725225963332,33.34412384033203,44669300,32.5321798933636,32.97316920497202,32.48164953951218,32.679176330566406,20872600,37.88069209106162,38.66882719955423,37.73490965346182,38.44559860229492,45705200,36.96104115181721,37.52026721968995,36.93734730755529,37.4160041809082,9742000,60.71333970482472,60.94364917554955,59.89010784061008,60.55653381347656,11813000,94.62087530789232,95.45458427267718,94.41005184706488,95.14793395996094,12236000
2023-01-05,48.010937203445174,48.48201415475936,47.64184541089238,48.166343688964844,5407700,69.1915801054549,69.25666193306786,68.48497943233923,68.62443542480469,9848200,63.16577289428966,63.4392588971428,62.594380898628344,63.01926040649414,7776200,34.287738608594495,34.287738608594495,33.494801425894615,33.54948806762695,6581100,128.9182509367754,129.23357304945606,127.9436202775825,128.45004272460938,6714200,33.22937026965423,33.22937026965423,32.8659977172725,33.095497131347656,45585700,32.431114497335244,32.55514480419368,31.875284189993412,31.971750259399414,19572800,38.381812484168314,39.361289699681194,38.272476543470354,39.14717102050781,38723800,36.83308501421667,37.03213066552396,36.558210381997185,36.823604583740234,8212600,60.25271463554608,60.40952051094674,59.2775782147278,59.3804817199707,11341000,94.61129264591695,94.83169366228115,93.8638256947451,94.12256622314453,9649600
2023-01-06,48.61314022458735,49.08421720839223,47.93323541410144,48.953094482421875,4578400,69.50768807471519,70.73495030618719,69.45189859143035,70.45602416992188,9982400,62.84343470510372,64.74808177262614,62.39902003678845,64.49901580810547,9239400,33.82291906849632,34.6431979487569,33.56772165821133,34.524715423583984,6329600,129.31001567000015,129.9884240416806,127.66652655604003,129.6348876953125,7175700,33.31544270199512,33.93700092520941,33.08594321484459,33.83181381225586,41229700,32.3346442903128,32.77103885864137,32.28870857333146,32.6148567199707,19620400,39.65285630622019,40.37721172500036,39.55263024119291,39.88975143432617,44422400,37.16482356645059,38.1742759703497,37.16482356645059,38.08897018432617,8729200,59.90480395398728,61.39446169521107,59.199175619053094,61.120052337646484,13825400,95.07127729986101,96.96868129077738,94.89878602795952,96.70036315917969,16270200
2023-01-09,49.16677627256595,49.632995762926356,48.982232215501355,49.03079605102539,6430100,70.40954653579121,70.89301050271955,69.76802062988281,69.76802062988281,11081800,65.2804069025765,65.94459029786086,64.84087695137475,64.88970947265625,9387800,34.68877033168466,34.91662614540007,34.38799898871448,34.50648498535156,3965600,129.76864829146896,129.80687710295524,127.29386491844876,127.46585083007812,7719500,33.94655690294631,34.13780584040425,33.62143480359884,33.707496643066406,48726600,32.61026287480022,33.08340742986911,32.51379681543701,32.83535385131836,23438800,40.491106216783066,40.55488581097429,39.620968338473034,39.74852752685547,46003200,38.40175434358986,38.842500287028635,38.20270872157862,38.330665588378906,16791200,61.668878344103526,62.957626716235694,61.64927713931038,61.83058547973633,21427200,96.93992181876818,97.81195563720712,96.1445450918097,96.26911926269531,12846700
2023-01-10,48.6325651365479,49.773831908667496,48.585942818464986,49.768978118896484,8684900,69.85169544372069,69.96326732729715,69.44261272404759,69.675048828125,8427900,64.92388919864409,65.71504597282109,64.57226230969152,65.70527648925781,8830800,34.45179909422306,34.62497174160032,34.15103122145836,34.60674285888672,5196700,127.41805882101973,128.73666092854208,127.226943965422,128.5360107421875,7675200,33.65011419734026,33.92742491929697,33.535366316718964,33.898738861083984,34663700,32.74807738631938,32.86291844735795,32.45867917418376,32.84454345703125,17215000,40.008203054827945,40.11298580408174,39.40229342712312,40.030982971191406,31599000,38.34488521053545,38.74297644395323,38.131618950583764,38.714542388916016,8049000,61.678672702073335,62.310797453944346,61.35035723816177,62.212791442871094,17209000,95.95287933112226,96.85366773924474,95.89538468758066,96.79617309570312,9166200
2023-01-11,49.87581526300632,50.13806440326939,49.61356982792615,50.128353118896484,4098400,69.90747995940029,70.11202485138021,69.09859982113055,69.71223449707031,9848300,66.26691776614635,67.4829541367779,66.20831575848233,67.47807312011719,12708000,34.825483753317,35.87362194790965,34.825483753317,35.864505767822266,4733100,128.62202822565692,129.28133669524996,128.0296128842924,129.26222229003906,7307200,33.9848062640607,34.21430206298828,33.91786968539266,34.21430206298828,32014700,32.844545057141076,33.15691289857066,32.8399504331678,33.11097717285156,21371800,40.38176548619789,40.48199154398539,39.72118970638289,40.15398025512695,32903000,39.122117543015484,39.340120421115145,38.88989402040376,39.321163177490234,9845800,62.40880843363901,63.29084396362305,62.21770135856706,63.29084396362305,13758000,97.36157857500704,97.74489334446446,96.82494228443933,97.7257308959961,7395400
2023-01-12,50.264339712314225,50.847113183427126,49.68156624120132,50.6819953918457,4193700,69.86100469936497,69.8703041309843,68.99634198685439,69.1636962890625,9841300,67.89806083249147,67.97620179831691,66.50620375496489,67.59038543701172,9572200,35.94652942938777,36.338441679967296,35.60019111983659,36.26552963256836,5102300,128.98512054459624,129.3864355475256,127.59961056827038,128.85134887695312,7580500,34.32904588431841,34.48204426509382,34.06129598213459,34.28123092651367,56642400,33.152315424101005,33.198251145870465,32.85832259917134,32.88588333129883,25797800,40.39543527253408,41.18357376435095,40.31798912195454,40.919342041015625,36716000,39.41121049623291,39.58181846310255,39.017855813266976,39.46807861328125,7787600,63.38884170523777,64.05037017457212,62.614610988709025,63.761253356933594,15358600,98.08028135045652,98.68400442890908,97.25615723631523,98.30068969726562,9883200
