Ticker,XLV,XLV,XLV,XLV,XLV,XLB,XLB,XLB,XLB,XLB,XLC,XLC,XLC,XLC,XLC,XLY,XLY,XLY,XLY,XLY,XLK,XLK,XLK,XLK,XLK,XLP,XLP,XLP,XLP,XLP,XLI,XLI,XLI,XLI,XLI,XLF,XLF,XLF,XLF,XLF,XLRE,XLRE,XLRE,XLRE,XLRE,XLE,XLE,XLE,XLE,XLE,XLU,XLU,XLU,XLU,XLU
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,129.91200804810066,130.26554442842004,128.450054633757,129.4342498779297,7239200,36.87573742883808,37.117437794522054,36.439731620105185,36.776214599609375,10684000,47.185339981491474,47.64184443922966,46.76768436545372,47.2144775390625,8577900,63.45390685116259,63.634608808021525,61.9399644099313,62.701820373535156,9567000,61.62966764530322,62.03638417832551,59.96850408262349,60.399723052978516,15196200,69.34963433091934,69.37753262254691,68.35480806448393,69.05211639404297,14433300,94.65921441341047,94.81254323650938,93.44219795232573,94.3142318725586,11407700,32.94250005320097,33.1719958286699,32.57912748631066,32.81818771362305,37396500,33.93228846290489,34.2330598156397,33.36720700005019,33.786460876464844,7060300,39.59818955483146,39.79864169986634,37.97180290498858,38.45015335083008,53082800,32.477049054726564,32.587298991237866,31.94418838027211,32.38517761230469,25774200
2023-01-04,130.16039883410545,130.49483528704712,128.93733944394646,129.7781982421875,8469800,36.96104115181721,37.52026721968995,36.93734730755529,37.4160041809082,9742000,47.86524655127146,48.399459869624856,47.39902705040387,48.098358154296875,5837200,63.2878501811324,64.07901444430097,62.49180862788628,63.61017608642578,8079600,60.71333970482472,60.94364917554955,59.89010784061008,60.55653381347656,11813000,69.24736503682136,69.74942076341782,68.88475820012233,69.32173919677734,12197300,94.62088289502489,95.45459192666033,94.41005941729266,95.14794158935547,12236000,33.15287111112523,33.58318025682928,33.05724847775528,33.344120025634766,44669300,34.08723163064911,34.87105272099852,33.968745632245884,34.5611686706543,7586900,37.88069209106162,38.66882719955423,37.73490965346182,38.44559860229492,45705200,32.53218369090172,32.97317305398759,32.481653331151804,32.67918014526367,20872600
2023-01-05,128.9182509367754,129.23357304945606,127.9436202775825,128.45004272460938,6714200,36.83308501421667,37.03213066552396,36.558210381997185,36.823604583740234,8212600,48.01093340105585,48.4820103150615,47.64184163773454,48.16633987426758,5407700,63.16575760002568,63.43924353665994,62.59436574271493,63.01924514770508,7776200,60.2527262477388,60.40953215335984,59.277589638987536,59.3804931640625,11341000,69.1915801054549,69.25666193306786,68.48497943233923,68.62443542480469,9848200,94.6112849769072,94.83168597540612,93.86381808632359,94.12255859375,9649600,33.22937409978216,33.22937409978216,32.8660015055169,33.09550094604492,45585700,34.287738608594495,34.287738608594495,33.494801425894615,33.54948806762695,6581100,38.38180874405144,39.36128586411913,38.27247281400773,39.14716720581055,38723800,32.431118366841375,32.55514868849844,31.875287993180862,31.97175407409668,19572800
2023-01-06,129.31000044945043,129.98840874127822,127.66651152893866,129.63487243652344,7175700,37.164819844308724,38.17427214710886,37.164819844308724,38.088966369628906,8729200,48.61313264817507,49.08420955856207,47.93322794365308,48.953086853027344,4578400,62.84343470510372,64.74808177262614,62.39902003678845,64.49901580810547,9239400,59.904807692837025,61.394465527035095,59.199179313862324,61.12005615234375,13825400,69.50770312812138,70.73496562538378,69.4519136327541,70.45603942871094,9982400,95.07126979899691,96.9686736402133,94.8987785407045,96.70035552978516,16270200,33.31543518904717,33.93699327209419,33.08593575365095,33.83180618286133,41229700,33.822922805650855,34.64320177654551,33.567725367168656,34.52471923828125,6329600,39.652860098262934,40.377215586313945,39.55263402365093,39.88975524902344,44422400,32.33464807223588,32.771042691606006,32.288712349881806,32.61486053466797,19620400
2023-01-09,129.76863275701467,129.80686156392463,127.29384968024792,127.46583557128906,7719500,38.40175052181779,38.842496421393186,38.20270491961572,38.33066177368164,16791200,49.16677244728914,49.63299190137671,48.98222840458246,49.030792236328125,6430100,65.28039922724581,65.94458254443893,64.8408693277217,64.88970184326172,9387800,61.66887073466234,62.957618947773376,61.649269532287825,61.8305778503418,21427200,70.40953883624341,70.89300275030315,69.76801300048828,69.76801300048828,11081800,96.93992181876818,97.81195563720712,96.1445450918097,96.26911926269531,12846700,33.94655306119445,34.137801977008635,33.62143099864124,33.70749282836914,48726600,34.6887741665336,34.91663000543851,34.3880027903131,34.50648880004883,3965600,40.49111010274619,40.554889703058386,39.620972140928345,39.748531341552734,46003200,32.61026287480022,33.08340742986911,32.51379681543701,32.83535385131836,23438800
2023-01-10,127.41804369494517,128.7366456459334,127.2269288620351,128.53599548339844,7675200,38.34489276708241,38.7429840789512,38.131626465102784,38.71455001831055,8049000,48.63256886414128,49.773835723736795,48.585946542484855,49.76898193359375,8684900,64.92388919864409,65.71504597282109,64.57226230969152,65.70527648925781,8830800,61.67868026596683,62.310805095357736,61.35036476179267,62.212799072265625,17209000,69.85169544372069,69.96326732729715,69.44261272404759,69.675048828125,8427900,95.95288689404907,96.85367537317094,95.89539224597577,96.79618072509766,9166200,33.65012177077826,33.9274325551477,33.53537386433132,33.898746490478516,34663700,34.45179529660523,34.62496792489368,34.151027456994136,34.60673904418945,5196700,40.00819542977497,40.112978159058514,39.40228591754879,40.030975341796875,31599000,32.748073582826066,32.86291463052654,32.45867540430232,32.844539642333984,17215000
2023-01-11,128.62199785922252,129.2813061731591,128.02958265772162,129.26219177246094,7307200,39.122117543015484,39.340120421115145,38.88989402040376,39.321163177490234,9845800,49.87581526300632,50.13806440326939,49.61356982792615,50.128353118896484,4098400,66.26691776614635,67.4829541367779,66.20831575848233,67.47807312011719,12708000,62.40880843363901,63.29084396362305,62.21770135856706,63.29084396362305,13758000,69.90749526092517,70.1120401976764,69.09861494560572,69.71224975585938,9848300,97.36156337307632,97.7448780826834,96.82492716629842,97.72571563720703,7395400,33.9848062640607,34.21430206298828,33.91786968539266,34.21430206298828,32014700,34.825483753317,35.87362194790965,34.825483753317,35.864505767822266,4733100,40.38176932253515,40.48199538984429,39.721193479964306,40.15398406982422,32903000,32.844545057141076,33.15691289857066,32.8399504331678,33.11097717285156,21371800
2023-01-12,128.98513581922677,129.3864508696805,127.59962567882653,128.8513641357422,7580500,39.411214305433724,39.581822288793084,39.017859584448985,39.468082427978516,7787600,50.26433592905278,50.84710935630189,49.68156250180366,50.68199157714844,4193700,67.89807616073944,67.97621714420549,66.50621876899578,67.59040069580078,9572200,63.38884929007114,64.05037783856112,62.61461848090131,63.761260986328125,15358600,69.86100469936497,69.8703041309843,68.99634198685439,69.1636962890625,9841300,98.08028135045652,98.68400442890908,97.25615723631523,98.30068969726562,9883200,34.32905352435431,34.48205193917998,34.06130356258191,34.2812385559082,56642400,35.946533210530056,36.33844550233403,35.60019486454824,36.265533447265625,5102300,40.395431506677916,41.18356992502074,40.31798536331827,40.91933822631836,36716000,33.15231926970387,33.19825499680178,32.85832641067161,32.885887145996094,25797800
