Ticker,XLP,XLP,XLP,XLP,XLP,XLV,XLV,XLV,XLV,XLV,XLB,XLB,XLB,XLB,XLB,XLF,XLF,XLF,XLF,XLF,XLE,XLE,XLE,XLE,XLE,XLRE,XLRE,XLRE,XLRE,XLRE,XLK,XLK,XLK,XLK,XLK,XLY,XLY,XLY,XLY,XLY,XLI,XLI,XLI,XLI,XLI,XLU,XLU,XLU,XLU,XLU,XLC,XLC,XLC,XLC,XLC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,69.34963433091934,69.37753262254691,68.35480806448393,69.05211639404297,14433300,129.9119774178783,130.26551371484206,128.45002434822916,129.43421936035156,7239200,73.75145955759416,74.23486018867841,72.87944812103119,73.55241394042969,5342000,32.94250005320097,33.1719958286699,32.57912748631066,32.81818771362305,37396500,79.19637910966291,79.59728339973267,75.94360580997716,76.90030670166016,26541400,33.93228080058071,34.23305208539768,33.36719946532829,33.78645324707031,7060300,123.25935086011654,124.07278402890998,119.93702331509714,120.7994613647461,7598100,126.90779053960581,127.26919438736165,123.87990620978097,125.40361785888672,4783500,94.65919909880782,94.81252789710017,93.44218283462017,94.31421661376953,11407700,64.954105760491,65.1746056594866,63.88838428604922,64.7703628540039,12887100,47.185339981491474,47.64184443922966,46.76768436545372,47.2144775390625,8577900
2023-01-04,69.24736503682136,69.74942076341782,68.88475820012233,69.32173919677734,12197300,130.16041413783208,130.49485063009544,128.93735460387077,129.77821350097656,8469800,73.92206723038588,75.04051913807085,73.87467955152474,74.83199310302734,4871000,33.15287490394287,33.58318409887596,33.05725225963332,33.34412384033203,44669300,75.76137666483244,77.337646725415,75.46981181856285,76.89118957519531,22852600,34.08723539303546,34.87105656989931,33.96874938155432,34.56117248535156,7586900,121.42667176049925,121.88729067293269,119.78020813578726,121.1130599975586,5906500,126.57569277152997,128.158021202975,124.98360976051484,127.22034454345703,4039800,94.62088289502489,95.45459192666033,94.41005941729266,95.14794158935547,12236000,65.06434459657474,65.94632301388177,64.96328391246588,65.35833740234375,10436300,47.865235162644154,48.39944835389162,47.399015772704644,48.09834671020508,5837200
2023-01-05,69.1915801054549,69.25666193306786,68.48497943233923,68.62443542480469,9848200,128.91822030795882,129.23354234572423,127.94358988032185,128.45001220703125,6714200,73.66615476571582,74.0642459858508,73.11640561517808,73.6471939086914,4106300,33.2293664395263,33.2293664395263,32.8659939290281,33.09549331665039,45585700,76.76363992880415,78.72259474161065,76.54496800479126,78.29435729980469,19361900,34.287742507233496,34.287742507233496,33.494805234373814,33.54949188232422,6581100,120.50542927109215,120.81904102189348,118.5551564294556,118.7609634399414,5670500,126.33152284718335,126.8784947535613,125.18873906338656,126.03849792480469,3888100,94.61129264591695,94.83169366228115,93.8638256947451,94.12256622314453,9649600,64.86222899467049,65.11028960838736,63.750568379986824,63.94350051879883,9786400,48.010941005834496,48.482017994457216,47.641849184050216,48.16634750366211,5407700
2023-01-06,69.50770312812138,70.73496562538378,69.4519136327541,70.45603942871094,9982400,129.31000044945043,129.98840874127822,127.66651152893866,129.63487243652344,7175700,74.32963968861745,76.34854429421772,74.32963968861745,76.17793273925781,4364600,33.31543518904717,33.93699327209419,33.08593575365095,33.83180618286133,41229700,79.30570502835488,80.75441572737354,79.10525291746977,79.77949523925781,22211200,33.82291906849632,34.6431979487569,33.56772165821133,34.524715423583984,6329600,119.80962286337353,122.78893871771824,118.39836601734311,122.24011993408203,6912700,125.68686941020744,129.49616354525227,124.7980400735769,128.99803161621094,4619700,95.07126979899691,96.9686736402133,94.8987785407045,96.70035552978516,16270200,64.66929614447176,65.54208538321201,64.57742469976361,65.22972106933594,9810200,48.61313643638121,49.08421338347715,47.93323167887726,48.95309066772461,4578400
2023-01-09,70.4095619348868,70.89302600755232,69.76803588867188,69.76803588867188,11081800,129.76864052424182,129.80686933343992,127.29385729934833,127.4658432006836,7719500,76.80350868717971,77.68500057405727,76.40541744315723,76.66133117675781,8395600,33.94655306119445,34.137801977008635,33.62143099864124,33.70749282836914,48726600,80.98221243356613,81.10977162194858,79.24193667694607,79.49705505371094,23001600,34.68877033168466,34.91662614540007,34.38799898871448,34.50648498535156,3965600,123.33774907876587,125.91524566400906,123.2985466715982,123.66116333007812,10713600,130.56082915581442,131.8891961025656,129.68176915005563,129.77943420410156,4693900,96.93992181876818,97.81195563720712,96.1445450918097,96.26911926269531,12846700,65.22053332669441,66.16682254676876,65.02760118555379,65.67071533203125,11719400,49.16677244728914,49.63299190137671,48.98222840458246,49.030792236328125,6430100
2023-01-10,69.85169544372069,69.96326732729715,69.44261272404759,69.675048828125,8427900,127.41808907316886,128.73669149375945,127.22697417219581,128.53604125976562,7675200,76.68977797761787,77.48596052290443,76.26324541568655,77.42909240722656,4024500,33.65012177077826,33.9274325551477,33.53537386433132,33.898746490478516,34663700,80.01639085954994,80.22595631811703,78.80457183509758,80.06195068359375,15799500,34.45179529660523,34.62496792489368,34.151027456994136,34.60673904418945,5196700,123.35734540414667,124.62159490788869,122.70071447632354,124.42558288574219,8604500,129.84777839728818,131.43009194564218,129.14452461938305,131.41055297851562,4415400,95.95287933112226,96.85366773924474,95.89538468758066,96.79617309570312,9166200,65.49616237962537,65.72584452837872,64.91736588813039,65.68909454345703,8607500,48.63255768136114,49.7738242785289,48.585935370425254,49.76897048950195,8684900
2023-01-11,69.90750291168762,70.11204787082448,69.0986225078433,69.7122573852539,9848300,128.62204340887413,129.28135195629537,128.02962799757782,129.26223754882812,7307200,78.24423508603097,78.68024084223029,77.77978804080752,78.64232635498047,4922900,33.98480247495089,34.214298248291016,33.91786590374589,34.214298248291016,32014700,80.76354631774481,80.9639984714064,79.44239450709145,80.30797576904297,16451500,34.825483753317,35.87362194790965,34.825483753317,35.864505767822266,4733100,124.81761686727802,126.5816879272461,124.43540271713412,126.5816879272461,6879000,132.5338205473817,134.96589301366302,132.4166165453053,134.9561309814453,6354000,97.36156337307632,97.7448780826834,96.82492716629842,97.72571563720703,7395400,65.68909768228569,66.31383343712032,65.67990843328045,66.22196197509766,10685900,49.87581146752683,50.1380605878331,49.61356605240317,50.12834930419922,4098400
2023-01-12,69.86099699305088,69.87029642364439,68.99633437592058,69.16368865966797,9841300,128.98512054459624,129.3864355475256,127.59961056827038,128.85134887695312,7580500,78.82241337406423,79.16362927482405,78.03570408416995,78.93614959716797,3893800,34.32904970433636,34.4820481021369,34.061299772358254,34.28123474121094,56642400,80.79088560849281,82.36716288602277,80.63599327845414,81.83869934082031,18358000,35.94652942938777,36.338441679967296,35.60019111983659,36.26552963256836,5102300,126.77771374980904,128.10077100510023,125.2292519461872,127.52253723144531,7679300,135.7961369932309,135.9524189425224,133.01242252396068,135.1807861328125,4786100,98.08028896274453,98.68401208805375,97.25616478464065,98.30069732666016,9883200,66.30461546579056,66.39648688801569,65.71662995234158,65.7717514038086,12898900,50.26433214579133,50.84710552917665,49.681558762406,50.68198776245117,4193700
